# This document stores information about OSRS items that are
# not directly extractable from the OSRS Wiki. The purpose of
# the document is to aid item metadata extraction by normalizing
# item names
#
# The structure of the file is:
# itemID|itemName|normalizedName|statusCode
# 1) itemID is directly from the OSRS client cache
# 2) itemName is directly from the OSRS client cache
# 3) nomalizedName is the itemName normalized for the OSRS Wiki
# 4) statusCode documents specific item scenarios
#
# The specified statusCodes are:
# 0: no issue, normalized name used for direct Wiki query
# 1: invalid item (item has no name, or Null name)
# 2: unobtainable item (items that are no longer in game)
# 3: unusable item (things like board game pieces, puzzle box pieces)
# 4: item is not really an item (usually an item ID to link to an icon)
# 5: item has no dedicated, or related, page on OSRS wiki
# 6: equipable item bonuses extraction error
#
19|Holy grail|Holy grail (item)|0
6471|Compost potion(4)|Compost potion|0
6472|Compost potion(3)|Compost potion|0
6473|Compost potion(3)|Compost potion|0
6474|Compost potion(2)|Compost potion|0
6475|Compost potion(2)|Compost potion|0
6476|Compost potion(1)|Compost potion|0
6477|Compost potion(1)|Compost potion|0
6514|Agility jump|Agility jump|4
6515|Agility balance|Agility balance|4
6516|Agility contortion|Agility contortion|4
6517|Agility climb|Agility climb|4
6518|Agility jump|Agility jump|4
6519|Agility balance|Agility balance|4
6520|Agility contortion|Agility contortion|4
6521|Agility climb|Agility climb|4
6549|Lazy cat|Wily cat|0
6550|Lazy cat|Wily cat|0
6551|Lazy cat|Wily cat|0
6552|Lazy cat|Wily cat|0
6553|Lazy cat|Wily cat|0
6554|Lazy cat|Wily cat|0
6583|Ring of stone|Ring of stone|6
6593|White dagger(p)|White dagger|0
6594|White dagger(p)|White dagger|0
6595|White dagger(p+)|White dagger|0
6596|White dagger(p+)|White dagger|0
6597|White dagger(p++)|White dagger|0
6598|White dagger(p++)|White dagger|0
6637|Dark beast|Dark beast|4
6661|Mogre|Mogre|4
6667|Empty fishbowl|Fishbowl|0
6677|Guam in a box|Guam in a box|5
6678|Guam in a box?|Guam in a box?|5
6679|Seaweed in a box|Seaweed in a box|5
6680|Seaweed in a box?|Seaweed in a box?|5
6685|Saradomin brew(4)|Saradomin brew|0
6686|Saradomin brew(4)|Saradomin brew|0
6687|Saradomin brew(3)|Saradomin brew|0
6688|Saradomin brew(3)|Saradomin brew|0
6689|Saradomin brew(2)|Saradomin brew|0
6690|Saradomin brew(2)|Saradomin brew|0
6691|Saradomin brew(1)|Saradomin brew|0
6692|Saradomin brew(1)|Saradomin brew|0
6695|Desert lizard|Desert lizard|4
6709|Fever spider|Fever spider|4
6723|Empty fishbowl|Fishbowl|0
6741|Broken axe|Broken axe|2
6742|Broken axe|Broken axe|2
6743|Dragon axe head|Dragon axe head|5
6744|Dragon axe head|Dragon axe head|5
6755|Journal|Journal (Making History)|0
6756|Letter|Letter (King Lathas)|0
6757|Letter|Letter (Jorral)|0
6758|Scroll|Scroll (Making History)|0
6759|Chest|Chest (Making History)|0
6767|Book|Book (Ratpits)|0
6780|Menaphite thug|Menaphite thug|4
6781|Bandit|Bandit|4
6782|Bandit|Bandit|4
6785|Statuette|Statuette (Spirits of the Elid)|0
6786|Robe of elidinis|Robe of elidinis (top)|0
6787|Robe of elidinis|Robe of elidinis (bottom)|0
6788|Torn robe|Torn robe (top)|4
6789|Torn robe|Torn robe (bottom)|4
6790|Shoes|Shoes (Spirits of the Elid)|0
6811|Skeletal wyvern|Skeletal wyvern|4
6818|Bow-sword|Bow-sword|6
6864|Marionette handle|Marionette handle|5
6888|Null|None|1
6951|Magical orb (a)|Magical orb|0
6966|Prison key|Prison key (Troll Stronghold)|0
6971|Sandstone (1kg)|Sandstone|0
6972|Sandstone (1kg)|Sandstone|0
6973|Sandstone (2kg)|Sandstone|0
6974|Sandstone (2kg)|Sandstone|0
6975|Sandstone (5kg)|Sandstone|0
6976|Sandstone (5kg)|Sandstone|0
6977|Sandstone (10kg)|Sandstone|0
6978|Sandstone (10kg)|Sandstone|0
6979|Granite (500g)|Granite|0
6980|Granite (500g)|Granite|0
6981|Granite (2kg)|Granite|0
6982|Granite (2kg)|Granite|0
6983|Granite (5kg)|Granite|0
6984|Granite (5kg)|Granite|0
7050|Swarm|Swarm|4
7051|Unlit bug lantern|Bug lantern|0
7052|Unlit bug lantern|Bug lantern|0
7053|Lit bug lantern|Bug lantern|0
7096|Board game piece|None|3
7097|Board game piece|None|3
7098|Board game piece|None|3
7099|Board game piece|None|3
7100|Board game piece|None|3
7101|Board game piece|None|3
7102|Board game piece|None|3
7103|Board game piece|None|3
7104|Board game piece|None|3
7105|Board game piece|None|3
7106|Board game piece|None|3
7107|Board game piece|None|3
7110|Stripy pirate shirt|Stripy pirate shirt (beige)|0
7111|Stripy pirate shirt|Stripy pirate shirt (beige)|0
7112|Pirate bandana|Pirate bandana (white)|0
7113|Pirate bandana|Pirate bandana (white)|0
7116|Pirate leggings|Pirate leggings (beige)|0
7117|Pirate leggings|Pirate leggings (beige)|0
7122|Stripy pirate shirt|Stripy pirate shirt (red)|0
7123|Stripy pirate shirt|Stripy pirate shirt (red)|0
7124|Pirate bandana|Pirate bandana (red)|0
7125|Pirate bandana|Pirate bandana (red)|0
7126|Pirate leggings|Pirate leggings (red)|0
7127|Pirate leggings|Pirate leggings (red)|0
7128|Stripy pirate shirt|Stripy pirate shirt (blue)|0
7129|Stripy pirate shirt|Stripy pirate shirt (blue)|0
7130|Pirate bandana|Pirate bandana (blue)|0
7131|Pirate bandana|Pirate bandana (blue)|0
7132|Pirate leggings|Pirate leggings (blue)|0
7133|Pirate leggings|Pirate leggings (blue)|0
7134|Stripy pirate shirt|Stripy pirate shirt (brown)|0
7135|Stripy pirate shirt|Stripy pirate shirt (brown)|0
7136|Pirate bandana|Pirate bandana (brown)|0
7137|Pirate bandana|Pirate bandana (brown)|0
7138|Pirate leggings|Pirate leggings (brown)|0
7139|Pirate leggings|Pirate leggings (brown)|0
7147|Cannon balls|Cannon ball|0
7160|Killerwatt|Killerwatt|4
7164|Part mud pie|Part mud pie 1|0
7165|Part mud pie|Part mud pie 1|0
7166|Part mud pie|Part mud pie 2|0
7167|Part mud pie|Part mud pie 2|0
7172|Part garden pie|Part garden pie 1|0
7173|Part garden pie|Part garden pie 1|0
7174|Part garden pie|Part garden pie 2|0
7175|Part garden pie|Part garden pie 2|0
7180|Half a garden pie|Garden pie|0
7181|Half a garden pie|Garden pie|0
7182|Part fish pie|Part fish pie 1|0
7183|Part fish pie|Part fish pie 1|0
7184|Part fish pie|Part fish pie 2|0
7185|Part fish pie|Part fish pie 2|0
7190|Half a fish pie|Fish pie|0
7191|Half a fish pie|Fish pie|0
7192|Part admiral pie|Part admiral pie 1|0
7193|Part admiral pie|Part admiral pie 1|0
7194|Part admiral pie|Part admiral pie 2|0
7195|Part admiral pie|Part admiral pie 2|0
7200|Half an admiral pie|Admiral pie|0
7201|Half an admiral pie|Admiral pie|0
7202|Part wild pie|Part wild pie 1|0
7203|Part wild pie|Part wild pie 1|0
7204|Part wild pie|Part wild pie 2|0
7205|Part wild pie|Part wild pie 2|0
7210|Half a wild pie|Part wild pie 1|0
7211|Half a wild pie|Part wild pie 1|0
7212|Part summer pie|Part summer pie 1|0
7213|Part summer pie|Part summer pie 1|0
7214|Part summer pie|Part summer pie 2|0
7215|Part summer pie|Part summer pie 2|0
7220|Half a summer pie|Summer pie|0
7221|Half a summer pie|Summer pie|0
7237|Casket (easy)|Reward casket (easy)|0
7240|Casket (hard)|Reward casket (hard)|0
7242|Casket (hard)|Reward casket (hard)|0
7244|Casket (hard)|Reward casket (hard)|0
7246|Casket (hard)|Reward casket (hard)|0
7257|Casket (hard)|Reward casket (hard)|0
7259|Casket (hard)|Reward casket (hard)|0
7261|Casket (hard)|Reward casket (hard)|0
7263|Casket (hard)|Reward casket (hard)|0
7265|Casket (hard)|Reward casket (hard)|0
7267|Casket (hard)|Reward casket (hard)|0
7269|Challenge scroll (hard)|Challenge scroll|0
7271|Challenge scroll (hard)|Challenge scroll|0
7273|Challenge scroll (hard)|Challenge scroll|0
7275|Challenge scroll (medium)|Challenge scroll|0
7277|Challenge scroll (medium)|Challenge scroll|0
7279|Challenge scroll (medium)|Challenge scroll|0
7281|Challenge scroll (medium)|Challenge scroll|0
7283|Challenge scroll (medium)|Challenge scroll|0
7285|Challenge scroll (medium)|Challenge scroll|0
7287|Casket (medium)|Reward casket (medium)|0
7289|Casket (medium)|Reward casket (medium)|0
7291|Casket (medium)|Reward casket (medium)|0
7293|Casket (medium)|Reward casket (medium)|0
7295|Casket (medium)|Reward casket (medium)|0
7297|Key (medium)|Key (Treasure Trails)|0
7299|Key (medium)|Key (Treasure Trails)|0
7302|Key (medium)|Key (Treasure Trails)|0
7306|Casket (medium)|Reward casket (medium)|0
7308|Casket (medium)|Reward casket (medium)|0
7310|Casket (medium)|Reward casket (medium)|0
7312|Casket (medium)|Reward casket (medium)|0
7314|Casket (medium)|Reward casket (medium)|0
7316|Casket (medium)|Reward casket (medium)|0
7318|Casket (medium)|Reward casket (medium)|0
7414|Paddle|Paddle|5
7415|Paddle|Paddle|5
7420|Mutated zygomite|Mutated zygomite|4
7421|Fungicide spray 10|Fungicide spray|0
7422|Fungicide spray 9|Fungicide spray|0
7423|Fungicide spray 8|Fungicide spray|0
7424|Fungicide spray 7|Fungicide spray|0
7425|Fungicide spray 6|Fungicide spray|0
7426|Fungicide spray 5|Fungicide spray|0
7427|Fungicide spray 4|Fungicide spray|0
7428|Fungicide spray 3|Fungicide spray|0
7429|Fungicide spray 2|Fungicide spray|0
7430|Fungicide spray 1|Fungicide spray|0
7431|Fungicide spray 0|Fungicide spray|0
7473|Brulee|Brulee (raw)|0
7474|Brulee|Brulee (vanilla)|0
7475|Brulee|Brulee (raw)|0
7480|Red spice (4)|Red spice|0
7481|Red spice (3)|Red spice|0
7482|Red spice (2)|Red spice|0
7483|Red spice (1)|Red spice|0
7484|Orange spice (4)|Orange spice|0
7485|Orange spice (3)|Orange spice|0
7486|Orange spice (2)|Orange spice|0
7487|Orange spice (1)|Orange spice|0
7488|Brown spice (4)|Brown spice|0
7489|Brown spice (3)|Brown spice|0
7490|Brown spice (2)|Brown spice|0
7491|Brown spice (1)|Brown spice|0
7492|Yellow spice (4)|Yellow spice|0
7493|Yellow spice (3)|Yellow spice|0
7494|Yellow spice (2)|Yellow spice|0
7495|Yellow spice (1)|Yellow spice|0
7499|Evil dave|Evil dave|4
7500|Dwarf|Dwarf|4
7501|Goblins|Goblins|4
7502|Lumbridge guide|Lumbridge guide|4
7503|Monkey|Monkey|4
7504|Osman|Osman|4
7505|Pirate pete|Pirate pete|4
7506|Sir amik varze|Sir amik varze|4
7507|Skrach|Skrach|4
7533|Rock|Rock (Mogre Camp)|0
7581|Overgrown hellcat|Cat|0
7582|Hell cat|Hellcat|0
7583|Hell-kitten|Hellcat|0
7584|Lazy hell cat|Hellcat|0
7585|Wily hellcat|Hellcat|0
7586|Dummy|Dummy|4
7597|Item|None|1
7598|Item|None|1
7599|Item|None|1
7600|Item|None|1
7601|Item|None|1
7602|Item|None|1
7603|Item|None|1
7604|Item|None|1
7605|Item|None|1
7606|Item|None|1
7607|Item|None|1
7608|Item|None|1
7609|Item|None|1
7610|Item|None|1
7611|Item|None|1
7612|Item|None|1
7613|Item|None|1
7614|Item|None|1
7615|Item|None|1
7616|Item|None|1
7617|Item|None|1
7618|Item|None|1
7620|None|None|1
7630|Crate|Crate (In Aid of the Myreque)|0
7631|Crate|Crate (In Aid of the Myreque)|0
7639|Rod of ivandis (10)|Rod of ivandis|0
7640|Rod of ivandis (9)|Rod of ivandis|0
7641|Rod of ivandis (8)|Rod of ivandis|0
7642|Rod of ivandis (7)|Rod of ivandis|0
7643|Rod of ivandis (6)|Rod of ivandis|0
7644|Rod of ivandis (5)|Rod of ivandis|0
7645|Rod of ivandis (4)|Rod of ivandis|0
7646|Rod of ivandis (3)|Rod of ivandis|0
7647|Rod of ivandis (2)|Rod of ivandis|0
7648|Rod of ivandis (1)|Rod of ivandis|0
7660|Guthix balance(4)|Guthix balance|0
7661|Guthix balance(4)|Guthix balance|0
7662|Guthix balance(3)|Guthix balance|0
7663|Guthix balance(3)|Guthix balance|0
7664|Guthix balance(2)|Guthix balance|0
7665|Guthix balance(2)|Guthix balance|0
7666|Guthix balance(1)|Guthix balance|0
7667|Guthix balance(1)|Guthix balance|0
7672|Null|None|1
7674|Null|None|1
7682|Hoop|None|2
7683|Hoop|None|2
7684|Dart|None|2
7685|Dart|None|2
7686|Bow and arrow|None|2
7687|Bow and arrow|None|2
7692|Pot of tea (4)|Pot of tea (clay)|0
7693|Pot of tea (4)|Pot of tea (clay)|0
7694|Pot of tea (3)|Pot of tea (clay)|0
7695|Pot of tea (3)|Pot of tea (clay)|0
7696|Pot of tea (2)|Pot of tea (clay)|0
7697|Pot of tea (2)|Pot of tea (clay)|0
7698|Pot of tea (1)|Pot of tea (clay)|0
7699|Pot of tea (1)|Pot of tea (clay)|0
7704|Pot of tea (4)|Pot of tea (white)|0
7705|Pot of tea (4)|Pot of tea (white)|0
7706|Pot of tea (3)|Pot of tea (white)|0
7707|Pot of tea (3)|Pot of tea (white)|0
7708|Pot of tea (2)|Pot of tea (white)|0
7709|Pot of tea (2)|Pot of tea (white)|0
7710|Pot of tea (1)|Pot of tea (white)|0
7711|Pot of tea (1)|Pot of tea (white)|0
7716|Pot of tea (4)|Pot of tea (gold)|0
7717|Pot of tea (4)|Pot of tea (gold)|0
7718|Pot of tea (3)|Pot of tea (gold)|0
7719|Pot of tea (3)|Pot of tea (gold)|0
7720|Pot of tea (2)|Pot of tea (gold)|0
7721|Pot of tea (2)|Pot of tea (gold)|0
7722|Pot of tea (1)|Pot of tea (gold)|0
7723|Pot of tea (1)|Pot of tea (gold)|0
7756|Paintbrush|None|2
7757|Paintbrush|None|2
7761|Toy soldier (wound)|Toy soldier|0
7762|Toy soldier (wound)|Toy soldier|0
7765|Toy doll (wound)|Toy doll|0
7766|Toy doll (wound)|Toy doll|0
7769|Toy mouse (wound)|Toy mouse|0
7770|Toy mouse (wound)|Toy mouse|0
7804|Zaros mjolnir|Zamorak mjolnir|0
7805|Zaros mjolnir|Zamorak mjolnir|0
7927|Easter ring|Easter ring|6
7966|Letter|Letter (Royal Trouble)|0
7968|Scroll|Scroll (Royal Trouble)|0
7974|Servant bell|None|4
8028|Glove rack|Boxing glove rack|0
8061|Icon of bob|Icon of Bob|0
8064|Cloth-covered altar|Cloth altar|0
8073|Incense burners|Oak incense burners|0
8074|Mahogany burners|Mahogany incense burners|0
8075|Marble burners|Marble incense burners|0
8082|Small statues|Small statue|0
8083|Medium statues|Medium statue|0
8084|Large statues|Large statue|0
8085|Suit of armour|None|5
8086|Small portrait|None|5
8087|Minor head|None|5
8088|Medium head|None|5
8089|Major head|None|5
8090|Mounted sword|Mounted swordfish|0
8091|Small landscape|None|5
8093|Large portrait|None|5
8094|Large landscape|None|5
8095|Rune display case|None|5
8096|Low-level plants|None|5
8097|Mid-level plants|None|5
8098|High-level plants|None|5
8102|Oak decoration|None|5
8103|Teak decoration|None|5
8105|Round shield|Round shield (Construction)|0
8106|Square shield|Square shield (Construction)|0
8107|Kite shield|Kite shield (Construction)|0
8128|Candles|Candles (Construction)|0
8129|Torches|Wooden torches|0
8130|Skull torches|Skull Torch|0
8131|Skeleton guard|Skeleton (Construction)|0
8132|Guard dog|Guard dog (Construction)|0
8133|Hobgoblin guard|Hobgoblin (Construction)|0
8134|Baby red dragon|Baby red dragon (Construction)|0
8136|Troll guard|Troll (Construction)|0
8137|Hellhound|Hellhound (Construction)|0
8138|Demon|Demon (Construction)|0
8139|Kalphite soldier|Kalphite soldier (Construction)|0
8140|Tok-xil|Tok-Xil (Construction)|0
8141|Dagannoth|Dagannoth (Construction)|0
8142|Steel dragon|Steel dragon (Construction)|0
8154|Attack stone|Limestone attack stone|0
8155|Marble att. stone|Marble attack stone|0
8156|Magical balance 1|Lesser magical balance|0
8157|Magical balance 2|Medium balance|0
8158|Magical balance 3|Greater magical balance|0
8161|Hangman game|Hangman|0
8173|Tree|Tree (Construction)|0
8175|Oak tree|Oak tree (Construction)|0
8176|Willow tree|Willow tree (Construction)|0
8177|Maple tree|Maple tree (Construction)|0
8178|Yew tree|Yew tree (Construction)|0
8179|Magic tree|Magic tree (Construction)|0
8182|Fern|Fern (small plant)|0
8186|Fern|Fern (big plant)|0
8190|Large-leaf plant|Large leaf bush|0
8245|Null|None|1
8246|Wood kitchen table|Kitchen table|0
8258|Spiral staircase|Limestone spiral staircase|0
8270|Mithril armour|Mithril armour stand|0
8271|Adamantite armour|Adamant armour stand|0
8272|Runite armour|Rune armour stand|0
8285|King arthur|King arthur (portrait)|0
8286|Elena|Elena portrait|0
8287|Giant dwarf|Giant dwarf (portrait)|0
8288|Miscellanians|Miscellanians (portrait)|0
8289|Lumbridge|Lumbridge (painting)|0
8290|The desert|The desert (painting)|0
8291|Morytania|Morytania (painting)|0
8292|Karamja|Karamja (painting)|0
8293|Isafdar|Isafdar (painting)|0
8332|Greater focus|Greater teleport focus|0
8339|Mahogany eagle|Mahogany eagle lectern|0
8340|Mahogany demon|Mahogany demon lectern|0
8395|Parlour|None|4
8396|Kitchen|None|4
8397|Dining room|None|4
8398|Bedroom|None|4
8399|Games room|None|4
8400|Combat room|None|4
8401|Hall|None|4
8402|Hall|None|4
8403|Hall|None|4
8404|Hall|None|4
8405|Chapel|None|4
8406|Workshop|None|4
8407|Study|None|4
8408|Portal chamber|None|4
8409|Throne room|None|4
8410|Oubliette|Steel cage (Oubliette)|0
8411|Dungeon corridor|None|4
8412|Dungeon cross|None|4
8413|Dungeon stairs|None|4
8414|Treasure room|None|4
8415|Garden|None|4
8416|Formal garden|None|4
8464|Rune heraldic helm|Rune heraldic helm (Arrav)|0
8466|Rune heraldic helm|Rune heraldic helm (Asgarnia)|0
8468|Rune heraldic helm|Rune heraldic helm (Dorgeshuun)|0
8470|Rune heraldic helm|Rune heraldic helm (Dragon)|0
8472|Rune heraldic helm|Rune heraldic helm (Fairy)|0
8474|Rune heraldic helm|Rune heraldic helm (Guthix)|0
8476|Rune heraldic helm|Rune heraldic helm (HAM)|0
8478|Rune heraldic helm|Rune heraldic helm (Horse)|0
8480|Rune heraldic helm|Rune heraldic helm (Jogre)|0
8482|Rune heraldic helm|Rune heraldic helm (Kandarin)|0
8484|Rune heraldic helm|Rune heraldic helm (Misthalin)|0
8486|Rune heraldic helm|Rune heraldic helm (Money)|0
8488|Rune heraldic helm|Rune heraldic helm (Saradomin)|0
8490|Rune heraldic helm|Rune heraldic helm (Skull)|0
8492|Rune heraldic helm|Rune heraldic helm (Varrock)|0
8494|Rune heraldic helm|Rune heraldic helm (Zamorak)|0
8496|Crude chair|Crude chair (flatpack)|0
8497|Crude chair|Crude chair (flatpack)|0
8510|Bookcase|Bookcase (flatpack)|0
8511|Bookcase|Bookcase (flatpack)|0
8544|Mahogany eagle|Mahogany eagle (flatpack)|0
8545|Mahogany eagle|Mahogany eagle (flatpack)|0
8546|Mahogany demon|Mahogany demon (flatpack)|0
8547|Mahogany demon|Mahogany demon (flatpack)|0
8586|Four-poster bed|Four-poster bed (flatpack)|0
8587|Four-poster bed|Four-poster bed (flatpack)|0
8588|Gilded four-poster|Gilded four-poster (flatpack)|0
8589|Gilded four-poster|Gilded four-poster (flatpack)|0
8650|Banner|Banner (Arrav)|0
8652|Banner|Banner (Asgarnia)|0
8654|Banner|Banner (Dorgeshuun)|0
8656|Banner|Banner (Dragon)|0
8658|Banner|Banner (Fairy)|0
8660|Banner|Banner (Guthix)|0
8662|Banner|Banner (HAM)|0
8664|Banner|Banner (Horse)|0
8666|Banner|Banner (Jogre)|0
8668|Banner|Banner (Kandarin)|0
8670|Banner|Banner (Misthalin)|0
8672|Banner|Banner (Money)|0
8674|Banner|Banner (Saradomin)|0
8676|Banner|Banner (Skull)|0
8678|Banner|Banner (Varrock)|0
8680|Banner|Banner (Zamorak)|0
8682|Steel heraldic helm|Steel heraldic helm (Arrav)|0
8684|Steel heraldic helm|Steel heraldic helm (Asgarnia)|0
8686|Steel heraldic helm|Steel heraldic helm (Dorgeshuun)|0
8688|Steel heraldic helm|Steel heraldic helm (Dragon)|0
8690|Steel heraldic helm|Steel heraldic helm (Fairy)|0
8692|Steel heraldic helm|Steel heraldic helm (Guthix)|0
8694|Steel heraldic helm|Steel heraldic helm (HAM)|0
8696|Steel heraldic helm|Steel heraldic helm (Horse)|0
8698|Steel heraldic helm|Steel heraldic helm (Jogre)|0
8700|Steel heraldic helm|Steel heraldic helm (Kandarin)|0
8702|Steel heraldic helm|Steel heraldic helm (Misthalin)|0
8704|Steel heraldic helm|Steel heraldic helm (Money)|0
8706|Steel heraldic helm|Steel heraldic helm (Saradomin)|0
8708|Steel heraldic helm|Steel heraldic helm (Skull)|0
8710|Steel heraldic helm|Steel heraldic helm (Varrock)|0
8712|Steel heraldic helm|Steel heraldic helm (Zamorak)|0
8796|Null|None|1
8857|Shot|18lb shot|0
8866|Steel key|Steel key (H.A.M.)|0
8867|Bronze key|Bronze key (H.A.M.)|0
8868|Silver key|Silver key (H.A.M.)|0
8870|Zanik|Zanik (item)|0
8874|Bone dagger (p)|Bone dagger|0
8875|Bone dagger (p)|Bone dagger|0
8876|Bone dagger (p+)|Bone dagger|0
8877|Bone dagger (p+)|Bone dagger|0
8878|Bone dagger (p++)|Bone dagger|0
8879|Bone dagger (p++)|Bone dagger|0
8887|Zanik|Zanik (item)|0
8888|Zanik (ham)|Zanik (item)|0
8889|Zanik (showdown)|Zanik (item)|0
8900|Cave horror|None|4
8901|Black mask (10)|Black mask|0
8902|Black mask (10)|Black mask|0
8903|Black mask (9)|Black mask|0
8904|Black mask (9)|Black mask|0
8905|Black mask (8)|Black mask|0
8906|Black mask (8)|Black mask|0
8907|Black mask (7)|Black mask|0
8908|Black mask (7)|Black mask|0
8909|Black mask (6)|Black mask|0
8910|Black mask (6)|Black mask|0
8911|Black mask (5)|Black mask|0
8912|Black mask (5)|Black mask|0
8913|Black mask (4)|Black mask|0
8914|Black mask (4)|Black mask|0
8915|Black mask (3)|Black mask|0
8916|Black mask (3)|Black mask|0
8917|Black mask (2)|Black mask|0
8918|Black mask (2)|Black mask|0
8919|Black mask (1)|Black mask|0
8920|Black mask (1)|Black mask|0
8924|Bandana eyepatch|Bandana eyepatch (white)|0
8925|Bandana eyepatch|Bandana eyepatch (red)|0
8926|Bandana eyepatch|Bandana eyepatch (blue)|0
8927|Bandana eyepatch|Bandana eyepatch (brown)|0
8940|Rum|Rum (Trouble Brewing)|0
8941|Rum|Rum (Trouble Brewing)|0
8942|Monkey|None|4
8949|Pirate bandana|Pirate bandana (blue)|0
8998|Bandana eyepatch|Bandana eyepatch (white)|0
8999|Bandana eyepatch|Bandana eyepatch (red)|0
9000|Bandana eyepatch|Bandana eyepatch (blue)|0
9001|Bandana eyepatch|Bandana eyepatch (brown)|0
9021|Magic essence(4)|Magic essence|0
9022|Magic essence(3)|Magic essence|0
9023|Magic essence(2)|Magic essence|0
9024|Magic essence(1)|Magic essence|0
9044|Pharaoh's sceptre (3)|Pharaoh's sceptre|0
9045|Pharaoh's sceptre (3)|Pharaoh's sceptre|0
9046|Pharaoh's sceptre (2)|Pharaoh's sceptre|0
9047|Pharaoh's sceptre (2)|Pharaoh's sceptre|0
9048|Pharaoh's sceptre (1)|Pharaoh's sceptre|0
9049|Pharaoh's sceptre (1)|Pharaoh's sceptre|0
9054|Red goblin mail|Red goblin mail|6
9055|Black goblin mail|Black goblin mail|6
9056|Yellow goblin mail|Yellow goblin mail|6
9057|Green goblin mail|Green goblin mail|6
9058|Purple goblin mail|Purple goblin mail|6
9059|Pink goblin mail|Pink goblin mail|6
9105|Suqah monster|None|4
9286|Blurite bolts (p)|Blurite bolts|0
9287|Iron bolts (p)|Iron bolts|0
9288|Steel bolts (p)|Steel bolts|0
9289|Mithril bolts (p)|Mithril bolts|0
9290|Adamant bolts (p)|Adamant bolts|0
9291|Runite bolts (p)|Runite bolts|0
9292|Silver bolts (p)|Silver bolts|0
9293|Blurite bolts (p+)|Blurite bolts|0
9294|Iron bolts (p+)|Iron bolts|0
9295|Steel bolts (p+)|Steel bolts|0
9296|Mithril bolts (p+)|Mithril bolts|0
9297|Adamant bolts (p+)|Adamant bolts|0
9298|Runite bolts (p+)|Runite bolts|0
9299|Silver bolts (p+)|Silver bolts|0
9300|Blurite bolts (p++)|Blurite bolts|0
9301|Iron bolts (p++)|Iron bolts|0
9302|Steel bolts (p++)|Steel bolts|0
9303|Mithril bolts (p++)|Mithril bolts|0
9304|Adamant bolts (p++)|Adamant bolts|0
9305|Runite bolts (p++)|Runite bolts|0
9306|Silver bolts (p++)|Silver bolts|0
9415|Grapple|Mith grapple tip|0
9478|Half made batta|Half made batta (fruit)|0
9479|Unfinished batta|Unfinished batta (worm)|0
9480|Half made batta|Half made batta (vegetable)|0
9481|Unfinished batta|Unfinished batta (cheese+tom)|0
9482|Half made batta|Half made batta (toad)|0
9483|Half made batta|Half made batta (fruit)|0
9484|Unfinished batta|Unfinished batta (worm)|0
9485|Half made batta|Half made batta (vegetable)|0
9486|Unfinished batta|Unfinished batta (cheese+tom)|0
9551|Tangled toads' legs|Tangled toad's legs|0
9552|Tangled toads' legs|Tangled toad's legs|0
9558|Half made bowl|Half made bowl (chocolate bomb)|0
9559|Half made bowl|Half made bowl (tangled toad's legs)|0
9560|Unfinished bowl|Unfinished bowl (worm hole)|0
9561|Half made bowl|Half made bowl (worm hole)|0
9562|Unfinished bowl|Unfinished bowl (chocolate bomb)|0
9563|Half made bowl|Half made bowl (tangled toad's legs)|0
9564|Unfinished bowl|Unfinished bowl (worm hole)|0
9571|Mixed saturday|Mixed saturday (heated)|0
9572|Mixed saturday|Mixed saturday (poured)|0
9573|Mixed saturday|Mixed saturday (shaker)|0
9574|Mixed dragon|Mixed dragon (garnished)|0
9575|Mixed dragon|Mixed dragon (poured)|0
9576|Mixed dragon|Mixed dragon (shaker)|0
9577|Half made crunchy|Half made crunchy (chocchip)|0
9578|Unfinished crunchy|Unfinished crunchy (spicy)|0
9579|Half made crunchy|Half made crunchy (toad)|0
9580|Unfinished crunchy|Unfinished crunchy (worm)|0
9581|Half made crunchy|Half made crunchy (chocchip)|0
9582|Unfinished crunchy|Unfinished crunchy (spicy)|0
9583|Half made crunchy|Half made crunchy (toad)|0
